
🍎官方提示,#genre#
Newtv武博[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225680/index.m3u8
Newtv家庭[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225677/index.m3u8
Newtv健康[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225673/index.m3u8
Newtv东北热剧[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225741/index.m3u8
Newtv欢乐剧场[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225742/index.m3u8
Newtv炫舞[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225719/index.m3u8
风尚购物[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225679/index.m3u8
哒啵赛事[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225675/index.m3u8
家有购物[1280*720],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225682/index.m3u8
聚鲨环球[1024*576],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225708/index.m3u8
央广购物[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225709/index.m3u8
哒啵赛事[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225712/index.m3u8
超级综艺[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225714/index.m3u8
哒啵赛事[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225713/index.m3u8
超级体育[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225715/index.m3u8
超级电影[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8
超级电视剧[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/index.m3u8
冬奥纪实[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225729/index.m3u8
冬奥纪实[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225756/index.m3u8
纪实人文[785*576],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225748/index.m3u8
纪实人文[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225738/index.m3u8
好享购物[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225757/index.m3u8
测试[768*576],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225758/index.m3u8
哈尔滨娱乐[768*576],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225759/index.m3u8
哈尔滨影视[768*576],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225760/index.m3u8
哈尔滨新闻[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225745/index.m3u8
哈尔滨都市资讯[768*576],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225761/index.m3u8
哈尔滨生活[768*576],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225762/index.m3u8
体育[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225764/index.m3u8
大庆公共[720*576],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225767/index.m3u8
大庆新闻[720*576],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225768/index.m3u8
CETV4[768*576],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225783/index.m3u8
CETV4[768*576],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225784/index.m3u8
魅力山东[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225788/index.m3u8
魅力江西[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225789/index.m3u8
魅力安徽[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225790/index.m3u8
魅力广东[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225791/index.m3u8
魅力四川[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225793/index.m3u8
魅力吉林[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225794/index.m3u8
魅力广西[1280*720],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225792/index.m3u8
魅力云南[1280*720],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225795/index.m3u8
风尚购物[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226002/index.m3u8
鹤岗新闻[720*576],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226001/index.m3u8
鹤岗公共[720*576],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226004/index.m3u8
央广购物[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226012/index.m3u8
中视购物[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226009/index.m3u8
优购物[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226015/index.m3u8

海南移动V6,#genre#
CCTV-1,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010011/1.m3u8
CCTV-1,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010045/1.m3u8
CCTV-1,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010144/1.m3u8
CCTV-2,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010050/1.m3u8
CCTV-2,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010211/1.m3u8
CCTV-3,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010138/1.m3u8
CCTV-3,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010212/1.m3u8
CCTV-4,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010017/1.m3u8
CCTV-5,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010139/1.m3u8
CCTV-5,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010145/1.m3u8
CCTV-5,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010127/1.m3u8
CCTV-5+,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010044/1.m3u8
CCTV-5+,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010202/1.m3u8
CCTV-6,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010214/1.m3u8
CCTV-6,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010140/1.m3u8
CCTV-7,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010051/1.m3u8
CCTV-7,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010215/1.m3u8
CCTV-8,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010216/1.m3u8
CCTV-8,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010141/1.m3u8
CCTV-9,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010052/1.m3u8
CCTV-10,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010046/1.m3u8
CCTV-10,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010203/1.m3u8
CCTV-11,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010092/1.m3u8
CCTV-12,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010205/1.m3u8
CCTV-12,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010047/1.m3u8
CCTV-13,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010093/1.m3u8
CCTV-14,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010207/1.m3u8
CCTV-14,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010048/1.m3u8
CCTV-15,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010094/1.m3u8
CCTV-16,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010142/1.m3u8
CCTV-17,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010049/1.m3u8
CCTV-17,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010210/1.m3u8
CCTV中视购物,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010134/1.m3u8
新海南,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010090/1.m3u8
广东珠江,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010091/1.m3u8
北京卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010143/1.m3u8
湖北卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010057/1.m3u8
安徽卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010041/1.m3u8
湖南卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010058/1.m3u8
东方卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010054/1.m3u8
北京卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010043/1.m3u8
广东卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010055/1.m3u8
黑龙江卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010056/1.m3u8
重庆卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010053/1.m3u8
江苏卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010059/1.m3u8
辽宁卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010061/1.m3u8
云南卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010119/1.m3u8
甘肃卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010098/1.m3u8
东南卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010096/1.m3u8
深圳卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010068/1.m3u8
江西卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010060/1.m3u8
浙江卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010070/1.m3u8
天津卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010069/1.m3u8
山东卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010066/1.m3u8
贵州卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010100/1.m3u8
河北卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010101/1.m3u8
四川卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010115/1.m3u8
广西卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010099/1.m3u8
青海卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010111/1.m3u8
山西卫视SD,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010114/1.m3u8
陕西卫视SD,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010113/1.m3u8
河南卫视SD,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010071/1.m3u8
吉林卫视SD,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010075/1.m3u8
内蒙古卫视SD,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010109/1.m3u8
新疆卫视SD,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010116/1.m3u8
海南卫视SD,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010083/1.m3u8
宁夏卫视SD,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010110/1.m3u8
西藏卫视SD,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010123/1.m3u8
大湾区卫视SD,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010108/1.m3u8
CETV-1SD,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010103/1.m3u8
CETV-2SD,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010104/1.m3u8
CETV-4SD,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010105/1.m3u8
CGTN SD,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010137/1.m3u8
CGTN SD,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010095/1.m3u8
海南公共,http://[2409:8087:5e00:24::1e]:6060/000000001000/460000100000000057/1.m3u8
海南少儿,http://[2409:8087:5e00:24::1e]:6060/000000001000/4600001000000000112/1.m3u8
海南文旅,http://[2409:8087:5e00:24::1e]:6060/000000001000/4600001000000000113/1.m3u8
海南新闻,http://[2409:8087:5e00:24::1e]:6060/000000001000/4600001000000000111/1.m3u8
海南自贸,http://[2409:8087:5e00:24::1e]:6060/000000001000/4600001000000000116/1.m3u8
黑莓动画,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010002/1.m3u8
古装剧场,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010004/1.m3u8
家庭剧场,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010074/1.m3u8
潮妈辣婆,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010005/1.m3u8
动作电影,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010003/1.m3u8
爱情喜剧,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010000/1.m3u8
东北热剧,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010021/1.m3u8
欢乐剧场,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010025/1.m3u8
哒啵赛事,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010125/1.m3u8
武搏世界,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010135/1.m3u8
精品萌宠,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010146/1.m3u8
咪咕全民热练,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010147/1.m3u8
惊悚悬疑,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010077/1.m3u8
怡伴健康,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010082/1.m3u8
军事评论,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010080/1.m3u8
精品体育,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010078/1.m3u8
超级体育,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010063/1.m3u8
超级综艺,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010062/1.m3u8
超级电影,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010064/1.m3u8
黑莓电影,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010073/1.m3u8
军旅剧场,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010079/1.m3u8
电子竞技,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010084/1.m3u8
金牌综艺,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010086/1.m3u8
精品纪录,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010076/1.m3u8
精品大剧,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010072/1.m3u8
中国功夫,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010087/1.m3u8
超级电视剧,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010065/1.m3u8
哒啵赛事,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010126/1.m3u8
哒啵赛事,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010120/1.m3u8
哒啵赛事,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010124/1.m3u8
农业致富,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010085/1.m3u8
热播精选,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010121/1.m3u8
炫舞未来,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010039/1.m3u8
咪咕精彩足球,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010148/1.m3u8
优漫卡通SD,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010118/1.m3u8
卡酷少儿SD,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010081/1.m3u8
金鹰纪实SD,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010106/1.m3u8
嘉佳卡通SD,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010102/1.m3u8
金鹰卡通SD,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010107/1.m3u8
哈哈炫动SD,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010117/1.m3u8
山东教育卫视SD,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010112/1.m3u8
纪实人文,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010067/1.m3u8
北京纪实科教,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010042/1.m3u8

浙江移动V6,#genre#
CCTV1,http://[2409:8087:2801:22:100::7d]/wh7f454c46tw3073776522_1064749656/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236222/index.m3u8?icpid=88888888&RTS=1717809603&from=5&ocs=2_2409:8087:2801:22:100::74_80&hms_devid=323&online=1717809603&vqe=3
CCTV2,http://[2409:8087:2801:22:100::62]/wh7f454c46tw3120981737_1855966134/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236393/index.m3u8?icpid=88888888&RTS=1717809650&from=5&ocs=2_2409:8087:2801:22:100::7e_80&hms_devid=314&online=1717809650&vqe=3
CCTV3,http://[2409:8087:2801:22:100::3e]/wh7f454c46tw3152345576_-602673138/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236244/index.m3u8?icpid=88888888&RTS=1717809682&from=5&ocs=2_2409:8087:2801:22:100::41_80&hms_devid=1641&online=1717809682&vqe=3
CCTV4,http://[2409:8087:2801:22:100::48]/wh7f454c46tw3193074050_-1824934134/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236442/index.m3u8?icpid=88888888&RTS=1717809722&from=5&ocs=2_2409:8087:2801:22:100::7e_80&hms_devid=1641&online=1717809722&vqe=3
CCTV4K,http://[2409:8087:2801:22:100::48]/wh7f454c46tw3853113344_884900799/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229373/1/index.m3u8?fmt=ts2hls&icpid=88888888&RTS=1717810382&from=5&ocs=2_2409:8087:2801:22:100::36_80&hms_devid=1641&online=1717810382&vqe=3
CCTV4欧洲,http://[2409:8087:2801:22:100::42]/wh7f454c46tw3242271071_-384879779/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236378/index.m3u8?icpid=88888888&RTS=1717809772&from=5&hms_devid=1643&online=1717809772&vqe=3
CCTV4美洲,http://[2409:8087:2801:22:100::59]/wh7f454c46tw3276424687_-177399836/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236335/index.m3u8?icpid=88888888&RTS=1717809806&from=5&ocs=2_2409:8087:2801:22:100::3a_80&hms_devid=324&online=1717809806&vqe=3
CCTV5,http://[2409:8087:2801:22:100::46]/wh7f454c46tw3324526922_-149553726/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236444/index.m3u8?icpid=88888888&RTS=1717809854&from=5&hms_devid=1638&online=1717809854&vqe=3
CCTV5+,http://[2409:8087:2801:22:100::48]/wh7f454c46tw3359668796_-828118494/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236306/index.m3u8?icpid=88888888&RTS=1717809889&from=5&hms_devid=1641&online=1717809889&vqe=3
CCTV6,http://[2409:8087:2801:22:100::74]/wh7f454c46tw3403289436_1022848072/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236294/index.m3u8?icpid=88888888&RTS=1717809933&from=5&hms_devid=325&online=1717809933&vqe=3
CCTV7,http://[2409:8087:2801:22:100::5f]/wh7f454c46tw3499711507_480476039/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236219/index.m3u8?icpid=88888888&RTS=1717810029&from=5&ocs=2_2409:8087:2801:22:100::3b_80&hms_devid=319&online=1717810029&vqe=3
CCTV8,http://[2409:8087:2801:22:100::77]/wh7f454c46tw3533077704_631162374/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236211/index.m3u8?icpid=88888888&RTS=1717810062&from=5&ocs=2_2409:8087:2801:20:100::50_80&hms_devid=312&online=1717810062&vqe=3
CCTV9,http://[2409:8087:2801:22:100::3d]/wh7f454c46tw3564675919_-556789007/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236246/index.m3u8?icpid=88888888&RTS=1717810094&from=5&ocs=2_2409:8087:2801:22:100::6f_80&hms_devid=1654&online=1717810094&vqe=3
CCTV10,http://[2409:8087:2801:22:100::60]/wh7f454c46tw3588201656_-1677451648/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236238/index.m3u8?icpid=88888888&RTS=1717810117&from=5&ocs=2_2409:8087:2801:22:100::50_80&hms_devid=329&online=1717810117&vqe=3
CCTV11,http://[2409:8087:2801:22:100::5d]/wh7f454c46tw3616768975_1704285983/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236216/index.m3u8?icpid=88888888&RTS=1717810146&from=5&ocs=2_2409:8087:2801:22:100::3b_80&hms_devid=312&online=1717810146&vqe=3
CCTV12,http://[2409:8087:2801:22:100::46]/wh7f454c46tw3644616930_-1425276969/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236203/index.m3u8?icpid=88888888&RTS=1717810174&from=5&hms_devid=1638&online=1717810174&vqe=3
CCTV13,http://[2409:8087:2801:22:100::5f]/wh7f454c46tw3678339897_1131487458/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236169/index.m3u8?icpid=88888888&RTS=1717810208&from=5&ocs=2_2409:8087:2801:22:100::57_80&hms_devid=319&online=1717810208&vqe=3
CCTV14,http://[2409:8087:2801:22:100::73]/wh7f454c46tw3721006907_-1495891580/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236317/index.m3u8?icpid=88888888&RTS=1717810250&from=5&ocs=2_2409:8087:2801:22:100::3f_80&hms_devid=324&online=1717810250&vqe=3
CCTV15,http://[2409:8087:2801:22:100::70]/wh7f454c46tw3751229697_-297000496/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236165/index.m3u8?icpid=88888888&RTS=1717810280&from=5&hms_devid=328&online=1717810280&vqe=3
CCTV16,http://[2409:8087:2801:22:100::6f]/wh7f454c46tw3782520035_-70439993/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236181/index.m3u8?icpid=88888888&RTS=1717810312&from=5&ocs=2_2409:8087:2801:22:100::5d_80&hms_devid=309&online=1717810312&vqe=3
CCTV17,http://[2409:8087:2801:22:100::7a]/wh7f454c46tw3815286566_414700278/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236200/index.m3u8?icpid=88888888&RTS=1717810345&from=5&ocs=2_2409:8087:2801:22:100::6e_80&hms_devid=329&online=1717810345&vqe=3
